Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
UA12000000000090473,UA12040000000032213,UA12040090000029346,UA12040090110040290,,C,Соколове
UA12000000000090473,UA12040000000032213,UA12040110000091524,,,H,Жовтоводська
UA12000000000090473,UA12040000000032213,UA12040110000091524,UA12040110010051141,,M,Жовті Води
UA12000000000090473,UA12040000000032213,UA12040110000091524,UA12040110020065039,,C,Волочаївка
UA12000000000090473,UA12040000000032213,UA12040110000091524,UA12040110030019400,,C,Мар’янівка
UA12000000000090473,UA12040000000032213,UA12040110000091524,UA12040110040062715,,C,Суха Балка
UA12000000000090473,UA12040000000032213,UA12040130000037856,,,H,Затишнянська
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130010018818,,C,Затишне
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130020018680,,C,Березине
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130030021454,,C,Благодатне
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130040083557,,C,Бузулуки
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130050040508,,C,Високе
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130060016773,,C,Вітрівка
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130070018856,,C,Гуляйполе
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130080014717,,C,Козаче
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130090036689,,C,Лозуватка
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130100038929,,C,Лозуватське
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130110027398,,C,Лугове
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130120012973,,C,Малософіївка
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130130093437,,C,Михайлівка
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130140015625,,C,Первомайське
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130150062777,,C,Преображенка
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130160075103,,C,Смоленка
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130170040356,,C,Тарасівка
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130180014878,,C,Удачне
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130190097643,,C,Українське
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130200018952,,C,Червона Балка
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130210076677,,C,Червоне
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130220024610,,C,Черкаське
UA12000000000090473,UA12040000000032213,UA12040130000037856,UA12040130230016688,,X,Гранітне
UA12000000000090473,UA12040000000032213,UA12040150000015189,,,H,Кам’янська
UA12000000000090473,UA12040000000032213,UA12040150000015189,UA12040150010056523,,M,Кам’янське
UA12000000000090473,UA12040000000032213,UA12040150000015189,UA12040150010056523,UA12040150010118924,B,Дніпровський
UA12000000000090473,UA12040000000032213,UA12040150000015189,UA12040150010056523,UA12040150010213957,B,Заводський
UA12000000000090473,UA12040000000032213,UA12040150000015189,UA12040150010056523,UA12040150010395824,B,Південний
UA12000000000090473,UA12040000000032213,UA12040150000015189,UA12040150020083955,,T,Карнаухівка
UA12000000000090473,UA12040000000032213,UA12040150000015189,UA12040150030054780,,X,Світле
UA12000000000090473,UA12040000000032213,UA12040170000019083,,,H,Криничанська
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170010014478,,T,Кринички
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170020049602,,T,Аули
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170030031250,,C,Барвінок
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170040020169,,C,Весела Роща
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170050098795,,C,Вишневе
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170060058861,,C,Володимирівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170070072299,,C,Гримуче
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170080064884,,C,Грушівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170090028286,,C,Діброва
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170100050594,,C,Дружба
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170110038588,,C,Єгорівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170120077258,,C,Зелений Кут
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170130081119,,C,Іллінка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170140028918,,C,Кам’янчани
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170150068939,,C,Козодуб
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170160077248,,C,Коробчине
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170170066006,,C,Котлярівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170180062794,,C,Любимівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170190041596,,C,Любомирівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170200031166,,C,Маломихайлівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170210048979,,C,Малярщина
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170220036629,,C,Мирне
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170230025737,,C,Новокалинівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170240075714,,C,Новопідгірне
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170250011597,,C,Новопушкарівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170260040813,,C,Новоселівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170270027537,,C,Одарівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170280038578,,C,Оленівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170290033038,,C,Первозванівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170300065037,,C,Підгірне
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170310084360,,C,Прапор
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170320010278,,C,Промінь
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170330017945,,C,Рогівське
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170340035818,,C,Світлогірське
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170350084507,,C,Семенівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170360080960,,C,Степанівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170370033941,,C,Суворовське
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170380040367,,C,Сухий Хутір
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170390060840,,C,Українка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170400081075,,C,Улянівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170410029778,,C,Червоний Став
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170420069662,,C,Червоний Яр
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170430088528,,C,Червоноіванівка
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170440058903,,C,Чернече
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170450064834,,C,Шмакове
UA12000000000090473,UA12040000000032213,UA12040170000019083,UA12040170460042544,,C,Яблуневе
UA12000000000090473,UA12040000000032213,UA12040190000056469,,,H,Лихівська
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190010019763,,T,Лихівка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190020061709,,C,Байдаківка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190030048102,,C,Березняк
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190040010705,,C,Біленщина
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190050067219,,C,Верхньокам’яниста
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190060042315,,C,Володимирівка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190070025061,,C,Грамівка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190080034193,,C,Григорівка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190090099936,,C,Зелений Клин
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190100016338,,C,Золотницьке
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190110094056,,C,Катеринівка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190120072617,,C,Липове
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190130071615,,C,Миколаївка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190140070522,,C,Миронівка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190150087334,,C,Михайлівка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190160096898,,C,Новотроїцьке
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190170050856,,C,Олександро-Григорівка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190180032774,,C,Плоске
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190190022150,,C,Плоско-Таранівка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190200043563,,C,Райдужне
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190210098675,,C,Степове
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190220092218,,C,Троїцьке
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190230019672,,C,Цвіле
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190240019467,,C,Червона Гірка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190250070164,,C,Червона Деріївка
UA12000000000090473,UA12040000000032213,UA12040190000056469,UA12040190260056396,,C,Яковлівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,,,H,П’ятихатська
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210010024143,,M,П’ятихатки
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210020041817,,C,Богдано-Надеждівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210030066729,,C,Веселий Поділ
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210040085220,,C,Виноградівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210050016861,,C,Дмитрівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210060068625,,C,Жовте
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210070085076,,C,Жовтоолександрівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210080071332,,C,Запоріжжя
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210090073843,,C,Зелений Луг
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210100085098,,C,Івашинівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210110073672,,C,Калинівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210120027937,,C,Касинівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210130061381,,C,Красна Воля
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210140097641,,C,Красний Луг
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210150095914,,C,Культура
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210160070455,,C,Миролюбівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210170038866,,C,Нововасилівка
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210180064112,,C,Новозалісся
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210190046032,,C,Осикувате
UA12000000000090473,UA12040000000032213,UA12040210000039759,UA12040210200016548,,C,Пальмирівка
