Кодифікатор,Код об'єкта КОАТУУ ,Категорія об’єкта,Назва об’єкта
UA21080090010067775,2124484801,С,Нересниця
UA21080090020098201,2124487402,С,Вишоватий
UA21080090030013730,2124481201,С,Ганичі
UA21080090040056408,2124485301,С,Новоселиця
UA21080090050045398,2124487403,С,Петрушів
UA21080090060097442,2124484802,С,Підплеша
UA21080090070055588,2124488402,С,Пригідь
UA21080090080090320,2124486601,С,Тарасівка
UA21080090090082228,2124487401,С,Терново
UA21080090100080210,2124485302,С,Тисалово
UA21080090110062049,2124488403,С,Фонтиняси
UA21080090120016549,2124488401,С,Широкий Луг
UA21080110000054940,2124455900,Н,Солотвинська
UA21080110010092186,2124455900,Т,Солотвино
UA21080110020020640,2123681001,С,Біла Церква
UA21080110030054196,2124481601,С,Глибокий Потік
UA21080110040049803,2123687002,С,Добрік
UA21080110050057308,2124482401,С,Нижня Апша
UA21080110060066082,2124482402,С,Пещера
UA21080110070092718,2124482403,С,Подішор
UA21080110080045812,2123687001,С,Середнє Водяне
UA21080110090028269,2124487501,С,Топчино
UA21080130000093757,2124456200,Н,Тересвянська
UA21080130010030764,2124456200,Т,Тересва
UA21080130020077821,2124482001,С,Грушово
UA21080130030038084,2124483401,С,Крива
UA21080150000014443,2124410100,Н,Тячівська
UA21080150010051267,2124410100,М,Тячів
UA21080150020047712,2124410102,С,Лази
UA21080150030099767,2124410103,С,Округла
UA21080150040066514,2124410104,С,Руське Поле
UA21080150050021231,2124410101,С,Тячівка
UA21080170000093911,2124487600,Н,Углянська
UA21080170010047994,2124487601,С,Угля
UA21080170020081953,2124487602,С,Бобове
UA21080170030059154,2124480601,С,Велика Уголька
UA21080170040047454,2124487603,С,Груники
UA21080170050093178,2124483001,С,Колодне
UA21080170060012938,2124487604,С,Мала Уголька
UA21080190000094580,2124456500,Н,Усть-Чорнянська
UA21080190010077478,2124456500,Т,Усть-Чорна
UA21080190020024230,2124484401,С,Лопухів
UA21080190030043313,2124486102,С,Німецька Мокра
UA21080190040071485,2124486101,С,Руська Мокра
UA21100000000055073,2124800000,Р,Ужгородський
UA21100010000070243,2124880300,Н,Баранинська
UA21100010010064740,2124880301,С,Баранинці
UA21100010020038962,2124880302,С,Барвінок
UA21100010030098804,2124880305,С,Великі Лази
UA21100010040059866,2124881801,С,Глибоке
UA21100010050030197,2124880303,С,Довге Поле
UA21100010060092222,2124881802,С,Нижнє Солотвино
UA21100010070061835,2124880304,С,Підгорб
UA21100010080034980,2124881803,С,Руські Комарівці
UA21100010090063459,2124880306,С,Стрипа
UA21100010100052465,2124880307,С,Холмець
UA21100010110066749,2124880308,С,Циганівці
UA21100010120033586,2124880309,С,Ярок
UA21100030000089881,2120855100,Н,Великоберезнянська
UA21100030010048161,2120855100,Т,Великий Березний
UA21100030020010322,2120855101,С,Бегендяцька Пастіль
UA21100030030026140,2120881801,С,Забрідь
UA21100030040032439,2120885602,С,Княгиня
UA21100030050039048,2120855102,С,Костева Пастіль
UA21100030060010094,2120855103,С,Розтоцька Пастіль
UA21100030070042792,2120855104,С,Руський Мочар
UA21100030080072298,2120885601,С,Стричава
UA21100050000042361,2124880900,Н,Великодобронська
UA21100050010029116,2124880901,С,Велика Добронь
UA21100050020084563,2124883902,С,Демечі
UA21100050030094904,2124883901,С,Мала Добронь
UA21100050040029144,2124887001,С,Тисаагтелек
UA21100050050088549,2122787801,С,Чомонин
UA21100070000018509,2123281000,Н,Дубриницько-Малоберезнянська
UA21100070010018229,2123281001,С,Дубриничі
UA21100070020064494,2120880401,С,Буківцьово
UA21100070030071339,2120883602,С,Завосина
UA21100070040083226,2120883601,С,Малий Березний
UA21100070050014552,2120883603,С,Мирча
UA21100070060018563,2123282001,С,Новоселиця
UA21100070070052383,2123281002,С,Пастілки
UA21100070080055531,2120884401,С,Смереково
UA21100070090056810,2120887201,С,Чорноголова
UA21100090000012128,2120882400,Н,Костринська
UA21100090010011565,2120882401,С,Кострина
UA21100090020070642,2120881601,С,Вишка
UA21100090030095264,2120884802,С,Домашин
UA21100090040032828,2120882402,С,Костринська Розтока
UA21100090050031759,2120883201,С,Люта
UA21100090060047316,2120884801,С,Сіль
UA21100110000018765,2124884800,Н,Оноківська
UA21100110010025535,2124884801,С,Оноківці
UA21100110020092273,2124882903,С,Гута
UA21100110030049630,2124882901,С,Кам’яниця
UA21100110040017007,2124884501,С,Невицьке
UA21100110050067619,2124884802,С,Оріховиця
UA21100130000055002,2123210100,Н,Перечинська
UA21100130010027304,2123210100,М,Перечин
UA21100130020073788,2123210101,С,Ворочово
UA21100130030032284,2123210102,С,Зарічово
UA21100130040023180,2123210103,С,Сімер
UA21100130050045608,2123210104,С,Сімерки
UA21100150000019483,2124855500,Н,Середнянська
UA21100150010051569,2124855500,Т,Середнє
UA21100150020069617,2124882702,С,Андріївка
UA21100150030055118,2124887602,С,Анталовці
UA21100150040018568,2124887603,С,Верхня Солотвина
UA21100150050094422,2124855501,С,Вовкове
UA21100150060059275,2124883002,С,Гайдош
UA21100150070086371,2124882401,С,Дубрівка
UA21100150080020011,2124882701,С,Ірлява
UA21100150090098700,2124883001,С,Кибляри
UA21100150100044521,2124883003,С,Лінці
UA21100150110015950,2124887604,С,Ляхівці
UA21100150120076652,2124885101,С,Пацканьово
UA21100150130038847,2124887601,С,Худльово
UA21100150140072516,2124882703,С,Чабанівка
UA21100150150082434,2124887605,С,Чертеж
UA21100170000051803,2120885200,Н,Ставненська
UA21100170010010939,2120885201,С,Ставне
UA21100170020032998,2120880801,С,Верховина-Бистра
UA21100170030054900,2120881301,С,Волосянка
UA21100170040066630,2120886402,С,Гусний
UA21100170050047588,2120882002,С,Жорнава
UA21100170060028031,2120882001,С,Загорб
UA21100170070061345,2120882801,С,Лубня
UA21100170080093767,2120881303,С,Луг
UA21100170090025768,2120886001,С,Стужиця
UA21100170100049035,2120886403,С,Сухий
UA21100170110090317,2120886401,С,Тихий
UA21100170120035025,2120886801,С,Ужок
UA21100190000078736,2124886400,Н,Сюртівська
UA21100190010022481,2124886401,С,Сюрте
UA21100190020032162,2124881502,С,Батфа
UA21100190030078249,2124880601,С,Великі Геївці
UA21100190040053627,2124881501,С,Галоч
UA21100190050011009,2124880602,С,Малі Геївці
UA21100190060098662,2124883302,С,Малі Селменці
UA21100190070039324,2124883301,С,Паладь-Комарівці
UA21100190080073336,2124881503,С,Палло
UA21100190090093078,2124885401,С,Ратівці
UA21100190100091176,2124880603,С,Руські Геївці
UA21100190110074781,2124886901,С,Тийглаш
UA21100190120016770,2124887701,С,Часлівці
UA21100210000026937,2123286300,Н,Тур’є-Реметівська
UA21100210010031664,2123286301,С,Тур’ї Ремети
UA21100210020034688,2123282501,С,Вільшинки
UA21100210030023133,2123285502,С,Завбуч
UA21100210040099029,2123284502,С,Липовець
UA21100210050098148,2123284503,С,Лікіцари
UA21100210060010284,2123284504,С,Лумшори
UA21100210070039454,2123283002,С,Маюрки
UA21100210080024265,2123283003,С,Мокра
UA21100210090054134,2123286202,С,Полянська Гута
UA21100210100022708,2123283001,С,Порошково
UA21100210110089975,2123285503,С,Раково
UA21100210120084813,2123285002,С,Свалявка
UA21100210130080722,2123284001,С,Туриця
UA21100210140025648,2123284501,С,Турички
UA21100210150081167,2123285501,С,Тур’я Пасіка
UA21100210160046091,2123286201,С,Тур’я Поляна
UA21100210170029894,2123285001,С,Тур’я-Бистра
UA21100230000083101,2110100000,Н,Ужгородська
UA21100230010016545,2110100000,М,Ужгород
UA21100250000028639,2124887400,Н,Холмківська
UA21100250010068293,2124887401,С,Холмок
UA21100250020036463,2124886802,С,Ботфалва
UA21100250030053629,2124883602,С,Кінчеш
UA21100250040097967,2124887402,С,Концово
UA21100250050026024,2124883601,С,Коритняни
UA21100250060052060,2124887403,С,Минай
UA21100250070018316,2124887404,С,Розівка
UA21100250080039131,2124886301,С,Сторожниця
UA21100250090072292,2124886801,С,Тарнівці
UA21100250100011603,2124886804,С,Шишлівці
UA21100270000015047,2111000000,Н,Чопська
UA21100270010071297,2111000000,М,Чоп
UA21100270020063890,2124888001,С,Есень
UA21100270030027974,2124885902,С,Петрівка
UA21100270040065500,2124885901,С,Соловка
UA21100270050020245,2124886201,С,Соломоново
UA21100270060034206,2124884201,С,Тисаашвань
UA21100270070028914,2124884203,С,Тисауйфалу
UA21100270080091672,2124887801,С,Червоне
UA21120000000022889,2125300000,Р,Хустський
UA21120010000011654,2121980800,Н,Білківська
UA21120010010048679,2121980801,С,Білки
UA21120010020097759,2121982001,С,Великий Раковець
UA21120010030016099,2121982002,С,Заболотне
UA21120010040032463,2121984401,С,Імстичово
UA21120010050013776,2121985801,С,Луково
UA21120010060069760,2121986001,С,Малий Раковець
UA21120030000076462,2125355300,Н,Вишківська
UA21120030010077683,2125355300,Т,Вишково
UA21120030020086234,2125381401,С,Велятино
UA21120030030036236,2125355301,С,Модьорош
UA21120030040037760,2125355302,С,Ракош
UA21120030050033685,2125355303,С,Шаян
UA21120030060053733,2125355304,С,Яблунівка
UA21120050000055437,2125382200,Н,Горінчівська
UA21120050010081452,2125382201,С,Горінчово
UA21120050020089050,2125380601,С,Березово
UA21120050030011849,2125380602,С,Гонцош
UA21120050040028278,2125382202,С,Ділок
UA21120050050042773,2125382203,С,Кутлаш
UA21120050060078766,2125385602,С,Медвежий
UA21120050070025704,2125385601,С,Монастирець
UA21120050080085165,2125386201,С,Нижній Бистрий
UA21120050090073786,2125385603,С,Облаз
UA21120050100051028,2125382204,С,Посіч
UA21120050110093585,2125385604,С,Поточок
UA21120050120091845,2125386202,С,Противень
UA21120050130021878,2125380603,С,Ряпідь
UA21120050140043610,2125382205,С,Сюрюк
UA21120050150070666,2125385605,С,Тополин
UA21120050160069876,2125386203,С,Широке
UA21120070000032447,2121983000,Н,Довжанська
UA21120070010051888,2121983001,С,Довге
UA21120070020093628,2121981601,С,Бронька
UA21120070030093696,2125384802,С,Каллів
UA21120070040023626,2125384801,С,Липецька Поляна
UA21120070050056889,2125384803,С,Ожоверх
UA21120070060017663,2121986801,С,Приборжавське
UA21120070070025007,2125384804,С,Слоповий
UA21120070080038523,2121981602,С,Суха
UA21120090000025804,2125382800,Н,Драгівська
UA21120090010044984,2125382801,С,Драгово
UA21120090020098039,2125386901,С,Вільшани
UA21120090030074424,2125382802,С,Забереж
UA21120090040092535,2125383001,С,Забрідь
UA21120090050071375,2125383201,С,Золотарьово
UA21120090060068861,2125382803,С,Кічерели
UA21120090070023810,2125382804,С,Становець
UA21120110000065395,2121984000,Н,Зарічанська
UA21120110010034965,2121984001,С,Заріччя
UA21120110020035383,2121984002,С,Вільхівка
UA21120110030088193,2121984003,С,Гребля
